millis,stamp,datetime,motion,humidity,temperature,sound
389999, 1568386964, 2019/9/13 15:2:44, Inactive, 33.40, 24.10, 41
391000, 1568386965, 2019/9/13 15:2:45, Inactive, 33.40, 24.10, 40
391999, 1568386966, 2019/9/13 15:2:46, Inactive, 33.40, 24.10, 41
392998, 1568386967, 2019/9/13 15:2:47, Inactive, 33.40, 24.10, 41
393999, 1568386968, 2019/9/13 15:2:48, Inactive, 33.40, 24.10, 41
394999, 1568386969, 2019/9/13 15:2:49, Inactive, 33.40, 24.10, 38
395999, 1568386970, 2019/9/13 15:2:50, Inactive, 33.40, 24.10, 39
396999, 1568386971, 2019/9/13 15:2:51, Inactive, 33.40, 24.10, 39
397999, 1568386972, 2019/9/13 15:2:52, Inactive, 33.40, 24.10, 39
398999, 1568386973, 2019/9/13 15:2:53, Inactive, 33.40, 24.10, 39
400000, 1568386974, 2019/9/13 15:2:54, Inactive, 33.40, 24.10, 39
400999, 1568386975, 2019/9/13 15:2:55, Inactive, 33.40, 24.10, 39
401999, 1568386976, 2019/9/13 15:2:56, Inactive, 33.40, 24.10, 39
403000, 1568386977, 2019/9/13 15:2:57, Inactive, 33.50, 24.10, 39
403999, 1568386978, 2019/9/13 15:2:58, Inactive, 33.50, 24.10, 39
404999, 1568386979, 2019/9/13 15:2:59, Inactive, 33.40, 24.10, 39
405998, 1568386980, 2019/9/13 15:3:0, Inactive, 33.40, 24.10, 39
406999, 1568386981, 2019/9/13 15:3:1, Inactive, 33.40, 24.10, 39
407999, 1568386982, 2019/9/13 15:3:2, Inactive, 33.50, 24.10, 39
408999, 1568386983, 2019/9/13 15:3:3, Inactive, 33.50, 24.10, 39
409998, 1568386984, 2019/9/13 15:3:4, Inactive, 33.50, 24.10, 39
410999, 1568386985, 2019/9/13 15:3:5, Inactive, 33.50, 24.10, 39
412000, 1568386986, 2019/9/13 15:3:6, Inactive, 33.50, 24.10, 39
412999, 1568386987, 2019/9/13 15:3:7, Inactive, 33.60, 24.10, 39
414000, 1568386988, 2019/9/13 15:3:8, Inactive, 33.60, 24.10, 39
414999, 1568386989, 2019/9/13 15:3:9, Inactive, 33.70, 24.10, 39
415998, 1568386990, 2019/9/13 15:3:10, Inactive, 33.70, 24.10, 39
416999, 1568386991, 2019/9/13 15:3:11, Inactive, 33.70, 24.10, 39
417998, 1568386992, 2019/9/13 15:3:12, Inactive, 33.70, 24.10, 39
419000, 1568386993, 2019/9/13 15:3:13, Inactive, 33.70, 24.10, 39
419999, 1568386994, 2019/9/13 15:3:14, Inactive, 33.70, 24.10, 39
421000, 1568386995, 2019/9/13 15:3:15, Inactive, 33.70, 24.10, 39
421999, 1568386996, 2019/9/13 15:3:16, Inactive, 33.70, 24.10, 39
422999, 1568386997, 2019/9/13 15:3:17, Inactive, 33.70, 24.10, 39
423999, 1568386998, 2019/9/13 15:3:18, Inactive, 33.70, 24.10, 39
424999, 1568386999, 2019/9/13 15:3:19, Inactive, 33.70, 24.10, 38
426000, 1568387000, 2019/9/13 15:3:20, Active, 33.70, 24.10, 34
426998, 1568387001, 2019/9/13 15:3:21, Active, 33.80, 24.10, 35
427999, 1568387002, 2019/9/13 15:3:22, Active, 33.80, 24.10, 34
428999, 1568387003, 2019/9/13 15:3:23, Active, 33.80, 24.10, 35
429999, 1568387004, 2019/9/13 15:3:24, Inactive, 33.80, 24.10, 35
430998, 1568387005, 2019/9/13 15:3:25, Inactive, 33.80, 24.10, 35
432000, 1568387006, 2019/9/13 15:3:26, Inactive, 33.80, 24.10, 35
432999, 1568387007, 2019/9/13 15:3:27, Inactive, 33.80, 24.10, 35
433999, 1568387008, 2019/9/13 15:3:28, Inactive, 33.70, 24.10, 36
434999, 1568387009, 2019/9/13 15:3:29, Inactive, 33.70, 24.10, 34
435999, 1568387010, 2019/9/13 15:3:30, Inactive, 33.70, 24.10, 37
