millis,stamp,datetime,motion_sensor_1,motion_sensor_2,temperature,sound_digital
2059999,1569522894,2019/9/26 18:34:54,0,0,25.3,0
2060999,1569522895,2019/9/26 18:34:55,0,0,25.4,0
2062000,1569522896,2019/9/26 18:34:56,0,0,25.4,0
2062998,1569522897,2019/9/26 18:34:57,0,0,25.4,0
2064000,1569522898,2019/9/26 18:34:58,0,0,25.4,0
2064999,1569522899,2019/9/26 18:34:59,0,0,25.4,0
2065999,1569522900,2019/9/26 18:35:0,0,0,25.4,0
2067000,1569522901,2019/9/26 18:35:1,0,0,25.4,0
2067999,1569522902,2019/9/26 18:35:2,0,0,25.4,0
2068999,1569522903,2019/9/26 18:35:3,0,0,25.4,0
2069998,1569522904,2019/9/26 18:35:4,0,0,25.4,0
2070999,1569522905,2019/9/26 18:35:5,0,0,25.4,0
2071999,1569522906,2019/9/26 18:35:6,0,0,25.4,0
2072999,1569522907,2019/9/26 18:35:7,0,0,25.4,0
2074000,1569522908,2019/9/26 18:35:8,0,0,25.4,0
2074998,1569522909,2019/9/26 18:35:9,0,0,25.4,0
2075999,1569522910,2019/9/26 18:35:10,0,0,25.4,0
2076998,1569522911,2019/9/26 18:35:11,0,0,25.4,0
2078000,1569522912,2019/9/26 18:35:12,0,0,25.4,0
2078999,1569522913,2019/9/26 18:35:13,0,0,25.4,0
2080000,1569522914,2019/9/26 18:35:14,0,0,25.4,0
2080999,1569522915,2019/9/26 18:35:15,0,0,25.4,0
2081999,1569522916,2019/9/26 18:35:16,0,0,25.4,0
2083000,1569522917,2019/9/26 18:35:17,0,0,25.4,0
2083999,1569522918,2019/9/26 18:35:18,0,1,25.4,0
2085999,1569522920,2019/9/26 18:35:20,0,0,25.4,0
2087000,1569522921,2019/9/26 18:35:21,0,0,25.4,0
2087998,1569522922,2019/9/26 18:35:22,0,0,25.4,0
2088998,1569522923,2019/9/26 18:35:23,0,1,25.4,0
2090998,1569522925,2019/9/26 18:35:25,0,0,25.4,0
2091999,1569522926,2019/9/26 18:35:26,0,0,25.4,0
2092999,1569522927,2019/9/26 18:35:27,0,0,25.4,0
2094000,1569522928,2019/9/26 18:35:28,0,0,25.4,0
2094999,1569522929,2019/9/26 18:35:29,0,1,25.4,0
2096999,1569522931,2019/9/26 18:35:31,0,0,25.4,0
2097999,1569522932,2019/9/26 18:35:32,0,0,25.4,0
2098999,1569522933,2019/9/26 18:35:33,0,0,25.4,0
2099999,1569522934,2019/9/26 18:35:34,0,0,25.5,0
2100999,1569522935,2019/9/26 18:35:35,0,1,25.5,0
2102999,1569522937,2019/9/26 18:35:37,0,0,25.5,0
2103998,1569522938,2019/9/26 18:35:38,0,0,25.5,0
2104999,1569522939,2019/9/26 18:35:39,0,0,25.5,0
2106000,1569522940,2019/9/26 18:35:40,0,0,25.5,0
2106999,1569522941,2019/9/26 18:35:41,0,0,25.5,0
2108000,1569522942,2019/9/26 18:35:42,0,0,25.5,0
2108998,1569522943,2019/9/26 18:35:43,0,0,25.5,0
2110000,1569522944,2019/9/26 18:35:44,0,0,25.5,0
2110999,1569522945,2019/9/26 18:35:45,0,1,25.5,0
2112999,1569522947,2019/9/26 18:35:47,0,0,25.5,0
2113999,1569522948,2019/9/26 18:35:48,0,0,25.5,0
2115000,1569522949,2019/9/26 18:35:49,0,1,25.5,0
2117000,1569522951,2019/9/26 18:35:51,0,0,25.5,0
2117999,1569522952,2019/9/26 18:35:52,0,0,25.5,0
2118999,1569522953,2019/9/26 18:35:53,0,0,25.5,0
2119999,1569522954,2019/9/26 18:35:54,0,0,25.5,0
2120999,1569522955,2019/9/26 18:35:55,0,0,25.5,0
2121999,1569522956,2019/9/26 18:35:56,0,1,25.5,0
2124000,1569522958,2019/9/26 18:35:58,0,0,25.5,0
2124999,1569522959,2019/9/26 18:35:59,0,0,25.5,0
2126000,1569522960,2019/9/26 18:36:0,0,0,25.5,0
2126998,1569522961,2019/9/26 18:36:1,0,0,25.5,0
2128000,1569522962,2019/9/26 18:36:2,0,0,25.5,0
2128999,1569522963,2019/9/26 18:36:3,0,1,25.5,0
2130999,1569522965,2019/9/26 18:36:5,0,0,25.5,0
2131998,1569522966,2019/9/26 18:36:6,0,0,25.5,0
2133000,1569522967,2019/9/26 18:36:7,0,0,25.5,0
2133998,1569522968,2019/9/26 18:36:8,0,1,25.5,0
2135999,1569522970,2019/9/26 18:36:10,0,0,25.5,0
2136999,1569522971,2019/9/26 18:36:11,0,0,25.5,0
2137999,1569522972,2019/9/26 18:36:12,0,1,25.5,0
2140000,1569522974,2019/9/26 18:36:14,0,0,25.5,0
2140999,1569522975,2019/9/26 18:36:15,0,0,25.5,1
2144000,1569522978,2019/9/26 18:36:18,0,0,25.5,1
2147000,1569522981,2019/9/26 18:36:21,0,0,25.5,1
2149999,1569522984,2019/9/26 18:36:24,0,0,25.5,1
2152999,1569522987,2019/9/26 18:36:27,0,0,25.5,0
2154000,1569522988,2019/9/26 18:36:28,0,0,25.5,0
2154999,1569522989,2019/9/26 18:36:29,0,0,25.5,0
2155999,1569522990,2019/9/26 18:36:30,0,0,25.5,0
2156999,1569522991,2019/9/26 18:36:31,0,0,25.5,1
2159998,1569522994,2019/9/26 18:36:34,0,0,25.6,0
2160999,1569522996,2019/9/26 18:36:36,0,0,25.6,0
2161999,1569522997,2019/9/26 18:36:37,0,0,25.6,0
2162999,1569522998,2019/9/26 18:36:38,0,0,25.6,0
2163999,1569522999,2019/9/26 18:36:39,0,0,25.6,1
2167000,1569523002,2019/9/26 18:36:42,0,0,25.6,1
2170000,1569523005,2019/9/26 18:36:45,0,0,25.6,1
2172999,1569523008,2019/9/26 18:36:48,0,0,25.6,1
2176000,1569523011,2019/9/26 18:36:51,0,0,25.6,1
2179000,1569523014,2019/9/26 18:36:54,0,1,25.6,0
2180999,1569523016,2019/9/26 18:36:56,0,0,25.6,0
2181998,1569523017,2019/9/26 18:36:57,0,0,25.6,0
2183000,1569523018,2019/9/26 18:36:58,0,1,25.6,0
2184998,1569523020,2019/9/26 18:37:0,0,0,25.6,0
2185999,1569523021,2019/9/26 18:37:1,0,0,25.6,0
2186999,1569523022,2019/9/26 18:37:2,0,0,25.6,0
2188000,1569523023,2019/9/26 18:37:3,0,1,25.6,0
2190000,1569523025,2019/9/26 18:37:5,0,0,25.6,0
2190999,1569523026,2019/9/26 18:37:6,0,0,25.6,0
2191998,1569523027,2019/9/26 18:37:7,0,1,25.6,0
2193999,1569523029,2019/9/26 18:37:9,0,0,25.6,0
2195000,1569523030,2019/9/26 18:37:10,0,0,25.6,0
2195998,1569523031,2019/9/26 18:37:11,0,0,25.6,0
2196999,1569523032,2019/9/26 18:37:12,0,0,25.6,0
2197999,1569523033,2019/9/26 18:37:13,0,1,25.6,0
2199999,1569523035,2019/9/26 18:37:15,0,0,25.6,0
2200999,1569523036,2019/9/26 18:37:16,0,0,25.6,0
2202000,1569523037,2019/9/26 18:37:17,0,0,25.6,0
2202999,1569523038,2019/9/26 18:37:18,0,0,25.6,0
2204000,1569523039,2019/9/26 18:37:19,0,0,25.7,0
2204998,1569523040,2019/9/26 18:37:20,0,0,25.7,0
2205999,1569523041,2019/9/26 18:37:21,0,0,25.7,0
2206999,1569523042,2019/9/26 18:37:22,0,0,25.7,0
2208000,1569523043,2019/9/26 18:37:23,0,0,25.7,0
2208999,1569523044,2019/9/26 18:37:24,0,0,25.7,0
2209999,1569523045,2019/9/26 18:37:25,0,0,25.7,0
2210999,1569523046,2019/9/26 18:37:26,0,0,25.7,0
2211998,1569523047,2019/9/26 18:37:27,0,0,25.7,0
2213000,1569523048,2019/9/26 18:37:28,0,0,25.7,0
2213999,1569523049,2019/9/26 18:37:29,0,0,25.7,0
2215000,1569523050,2019/9/26 18:37:30,0,0,25.7,0
2215998,1569523051,2019/9/26 18:37:31,0,0,25.7,0
2216998,1569523052,2019/9/26 18:37:32,0,1,25.7,0
2218998,1569523054,2019/9/26 18:37:34,0,0,25.7,0
2219999,1569523055,2019/9/26 18:37:35,0,0,25.7,0
2220999,1569523056,2019/9/26 18:37:36,0,0,25.7,0
2221999,1569523057,2019/9/26 18:37:37,0,0,25.7,0
2222999,1569523058,2019/9/26 18:37:38,0,0,25.7,0
2224000,1569523059,2019/9/26 18:37:39,0,0,25.7,0
2224999,1569523060,2019/9/26 18:37:40,0,1,25.7,0
2227000,1569523062,2019/9/26 18:37:42,0,0,25.7,0
2227998,1569523063,2019/9/26 18:37:43,0,0,25.7,0
2228999,1569523064,2019/9/26 18:37:44,0,0,25.7,0
2229998,1569523065,2019/9/26 18:37:45,0,0,25.7,0
2231000,1569523066,2019/9/26 18:37:46,0,0,25.7,0
2231998,1569523067,2019/9/26 18:37:47,0,0,25.8,0
2232998,1569523068,2019/9/26 18:37:48,0,0,25.8,0
2234000,1569523069,2019/9/26 18:37:49,0,1,25.8,0
2235999,1569523071,2019/9/26 18:37:51,0,0,25.8,0
2236998,1569523072,2019/9/26 18:37:52,0,0,25.8,0
2237999,1569523073,2019/9/26 18:37:53,0,0,25.8,0
2238999,1569523074,2019/9/26 18:37:54,0,1,25.8,0
2240998,1569523076,2019/9/26 18:37:56,0,0,25.8,0
2241998,1569523077,2019/9/26 18:37:57,0,0,25.8,0
2243000,1569523078,2019/9/26 18:37:58,0,0,25.8,0
2243999,1569523079,2019/9/26 18:37:59,0,0,25.9,0
2244999,1569523080,2019/9/26 18:38:0,0,0,25.9,0
2245999,1569523081,2019/9/26 18:38:1,0,0,25.9,0
2246999,1569523082,2019/9/26 18:38:2,0,0,25.9,0
2247999,1569523083,2019/9/26 18:38:3,0,0,25.9,0
2248998,1569523084,2019/9/26 18:38:4,0,0,25.9,0
2249999,1569523085,2019/9/26 18:38:5,0,0,25.9,0
2250999,1569523086,2019/9/26 18:38:6,0,0,25.9,0
2251999,1569523087,2019/9/26 18:38:7,0,0,25.9,0
2252999,1569523088,2019/9/26 18:38:8,0,0,25.9,0
2253999,1569523089,2019/9/26 18:38:9,0,0,25.9,0
2254998,1569523090,2019/9/26 18:38:10,0,0,25.9,0
2256000,1569523091,2019/9/26 18:38:11,0,0,25.9,0
2256999,1569523092,2019/9/26 18:38:12,0,0,25.9,0
2257999,1569523093,2019/9/26 18:38:13,0,0,25.9,0
2259000,1569523094,2019/9/26 18:38:14,0,0,25.9,0
2259998,1569523095,2019/9/26 18:38:15,0,0,25.9,0
2260999,1569523096,2019/9/26 18:38:16,0,0,25.9,0
2261999,1569523097,2019/9/26 18:38:17,0,1,25.9,0
2263998,1569523099,2019/9/26 18:38:19,0,0,25.9,0
2264999,1569523100,2019/9/26 18:38:20,0,0,25.9,0
2266000,1569523101,2019/9/26 18:38:21,0,1,25.9,0
2268000,1569523103,2019/9/26 18:38:23,0,0,25.9,0
2268999,1569523105,2019/9/26 18:38:25,0,0,25.9,0
2270000,1569523106,2019/9/26 18:38:26,0,0,26,0
2270998,1569523107,2019/9/26 18:38:27,0,1,26,0
2273000,1569523109,2019/9/26 18:38:29,0,0,26,0
2273999,1569523110,2019/9/26 18:38:30,0,0,26,0
2274999,1569523111,2019/9/26 18:38:31,0,0,26,0
2275999,1569523112,2019/9/26 18:38:32,0,1,26,0
2277999,1569523114,2019/9/26 18:38:34,0,0,26,0
2279000,1569523115,2019/9/26 18:38:35,0,0,26,0
2279998,1569523116,2019/9/26 18:38:36,0,0,26,0
2280998,1569523117,2019/9/26 18:38:37,0,0,26,0
2282000,1569523118,2019/9/26 18:38:38,0,0,26,0
2282999,1569523119,2019/9/26 18:38:39,0,0,26,0
2284000,1569523120,2019/9/26 18:38:40,0,0,26,0
2284998,1569523121,2019/9/26 18:38:41,0,0,26,0
2285999,1569523122,2019/9/26 18:38:42,0,0,26,0
2286999,1569523123,2019/9/26 18:38:43,0,0,26,0
2287998,1569523124,2019/9/26 18:38:44,0,0,26,0
2289000,1569523125,2019/9/26 18:38:45,0,1,26,0
2291000,1569523127,2019/9/26 18:38:47,0,0,26,0
2291999,1569523128,2019/9/26 18:38:48,0,0,26,0
2293000,1569523129,2019/9/26 18:38:49,0,0,26,0
2293998,1569523130,2019/9/26 18:38:50,0,0,26,0
2294999,1569523131,2019/9/26 18:38:51,0,0,26,0
2295999,1569523132,2019/9/26 18:38:52,0,0,26,0
2296998,1569523133,2019/9/26 18:38:53,0,0,26,0
2298000,1569523134,2019/9/26 18:38:54,0,0,26,0
2298998,1569523135,2019/9/26 18:38:55,0,0,26,0
2299999,1569523136,2019/9/26 18:38:56,0,0,26,0
2300999,1569523137,2019/9/26 18:38:57,0,1,26,0
2302999,1569523139,2019/9/26 18:38:59,0,0,26,0
2303998,1569523140,2019/9/26 18:39:0,0,0,26,0
2305000,1569523141,2019/9/26 18:39:1,0,0,26,0
2305998,1569523142,2019/9/26 18:39:2,0,0,26,0
2306999,1569523143,2019/9/26 18:39:3,0,0,26,0
2307998,1569523144,2019/9/26 18:39:4,0,0,26,0
2309000,1569523145,2019/9/26 18:39:5,0,1,26,0
2311000,1569523147,2019/9/26 18:39:7,0,0,26,0
2311999,1569523148,2019/9/26 18:39:8,0,0,26,0
2312999,1569523149,2019/9/26 18:39:9,0,1,26,0
2314999,1569523151,2019/9/26 18:39:11,0,0,26,0
2315999,1569523152,2019/9/26 18:39:12,0,0,26,0
2316999,1569523153,2019/9/26 18:39:13,0,0,26,0
2318000,1569523154,2019/9/26 18:39:14,0,0,26,0
2318999,1569523155,2019/9/26 18:39:15,0,1,26,0
2320999,1569523157,2019/9/26 18:39:17,0,0,26,0
2321999,1569523158,2019/9/26 18:39:18,0,0,26,0
2322999,1569523159,2019/9/26 18:39:19,0,0,26,0
2323999,1569523160,2019/9/26 18:39:20,0,0,26.1,0
2325000,1569523161,2019/9/26 18:39:21,0,0,26.1,0
2325999,1569523162,2019/9/26 18:39:22,0,0,26.1,0
2327000,1569523163,2019/9/26 18:39:23,0,0,26.1,0
2328000,1569523164,2019/9/26 18:39:24,0,0,26.1,0
2328999,1569523165,2019/9/26 18:39:25,0,0,26.1,0
2330000,1569523166,2019/9/26 18:39:26,0,0,26.1,0
2330999,1569523167,2019/9/26 18:39:27,0,0,26.1,0
2332000,1569523168,2019/9/26 18:39:28,0,0,26.1,0
2332998,1569523169,2019/9/26 18:39:29,0,0,26.1,0
2334000,1569523170,2019/9/26 18:39:30,0,0,26.1,0
2334999,1569523171,2019/9/26 18:39:31,0,0,26.1,0
2336000,1569523172,2019/9/26 18:39:32,0,0,26.1,0
2336999,1569523173,2019/9/26 18:39:33,0,0,26.1,0
2337998,1569523174,2019/9/26 18:39:34,0,0,26.1,0
2339000,1569523175,2019/9/26 18:39:35,0,0,26.1,0
2339998,1569523176,2019/9/26 18:39:36,0,0,26.1,0
2341000,1569523177,2019/9/26 18:39:37,0,0,26.1,0
2341998,1569523178,2019/9/26 18:39:38,0,0,26.1,0
2342999,1569523179,2019/9/26 18:39:39,0,0,26.1,0
2344000,1569523180,2019/9/26 18:39:40,0,0,26.1,0
2344999,1569523181,2019/9/26 18:39:41,0,0,26.1,0
2345999,1569523182,2019/9/26 18:39:42,0,0,26.1,0
2346999,1569523183,2019/9/26 18:39:43,0,0,26.1,0
2348000,1569523184,2019/9/26 18:39:44,0,0,26.1,0
2348998,1569523185,2019/9/26 18:39:45,0,0,26.1,0
2349999,1569523186,2019/9/26 18:39:46,0,1,26.1,0
2352000,1569523188,2019/9/26 18:39:48,0,0,26.1,0
2352999,1569523189,2019/9/26 18:39:49,0,0,26.1,0
2353998,1569523190,2019/9/26 18:39:50,0,0,26.1,0
2354999,1569523191,2019/9/26 18:39:51,0,1,26.2,0
2356999,1569523193,2019/9/26 18:39:53,0,0,26.2,0
2357998,1569523194,2019/9/26 18:39:54,0,0,26.2,0
2359000,1569523195,2019/9/26 18:39:55,0,0,26.2,0
2359999,1569523196,2019/9/26 18:39:56,0,0,26.2,0
2360999,1569523197,2019/9/26 18:39:57,0,0,26.2,0
2361999,1569523198,2019/9/26 18:39:58,0,0,26.2,0
2362998,1569523199,2019/9/26 18:39:59,0,0,26.2,0
2364000,1569523200,2019/9/26 18:40:0,0,0,26.2,0
2364998,1569523201,2019/9/26 18:40:1,0,0,26.2,0
2365999,1569523202,2019/9/26 18:40:2,0,0,26.2,0
2366999,1569523203,2019/9/26 18:40:3,0,0,26.2,0
2368000,1569523204,2019/9/26 18:40:4,0,0,26.2,0
2368999,1569523205,2019/9/26 18:40:5,0,0,26.2,0
2369999,1569523206,2019/9/26 18:40:6,0,0,26.2,0
2370999,1569523207,2019/9/26 18:40:7,0,0,26.2,0
2371998,1569523208,2019/9/26 18:40:8,0,0,26.2,0
2373000,1569523209,2019/9/26 18:40:9,0,0,26.2,0
2373998,1569523210,2019/9/26 18:40:10,0,0,26.2,0
2374999,1569523211,2019/9/26 18:40:11,0,0,26.2,0
2375999,1569523212,2019/9/26 18:40:12,0,0,26.2,0
2376999,1569523214,2019/9/26 18:40:14,0,0,26.2,0
2378000,1569523215,2019/9/26 18:40:15,0,0,26.2,0
2378998,1569523216,2019/9/26 18:40:16,0,0,26.2,0
2380000,1569523217,2019/9/26 18:40:17,0,1,26.2,0
2382000,1569523219,2019/9/26 18:40:19,0,0,26.2,0
2382999,1569523220,2019/9/26 18:40:20,0,0,26.2,0
2383998,1569523221,2019/9/26 18:40:21,0,0,26.2,0
2384999,1569523222,2019/9/26 18:40:22,0,0,26.3,0
2385999,1569523223,2019/9/26 18:40:23,0,0,26.3,0
2387000,1569523224,2019/9/26 18:40:24,0,0,26.3,0
2387999,1569523225,2019/9/26 18:40:25,0,0,26.3,0
2389000,1569523226,2019/9/26 18:40:26,0,0,26.3,0
2389999,1569523227,2019/9/26 18:40:27,0,0,26.3,0
2391000,1569523228,2019/9/26 18:40:28,0,0,26.3,0
2391999,1569523229,2019/9/26 18:40:29,0,0,26.3,0
2392999,1569523230,2019/9/26 18:40:30,0,1,26.3,0
2394999,1569523232,2019/9/26 18:40:32,0,0,26.3,0
2396000,1569523233,2019/9/26 18:40:33,0,0,26.3,0
2396999,1569523234,2019/9/26 18:40:34,0,0,26.3,0
2397999,1569523235,2019/9/26 18:40:35,0,0,26.3,0
2398999,1569523236,2019/9/26 18:40:36,0,0,26.3,0
2400000,1569523237,2019/9/26 18:40:37,0,1,26.3,0
2401999,1569523239,2019/9/26 18:40:39,0,0,26.3,0
2403000,1569523240,2019/9/26 18:40:40,0,0,26.3,0
2403998,1569523241,2019/9/26 18:40:41,0,0,26.3,0
2404999,1569523242,2019/9/26 18:40:42,0,0,26.3,0
2405999,1569523243,2019/9/26 18:40:43,0,0,26.3,0
2407000,1569523244,2019/9/26 18:40:44,0,0,26.3,0
2407999,1569523245,2019/9/26 18:40:45,0,1,26.3,0
2410000,1569523247,2019/9/26 18:40:47,0,0,26.4,0
2410999,1569523248,2019/9/26 18:40:48,0,0,26.4,0
2412000,1569523249,2019/9/26 18:40:49,0,0,26.4,0
2412998,1569523250,2019/9/26 18:40:50,0,0,26.4,0
2413999,1569523251,2019/9/26 18:40:51,0,0,26.4,0
2414999,1569523252,2019/9/26 18:40:52,0,0,26.4,0
2416000,1569523253,2019/9/26 18:40:53,0,1,26.4,0
2417998,1569523255,2019/9/26 18:40:55,0,0,26.4,0
2418999,1569523256,2019/9/26 18:40:56,0,0,26.4,0
2419999,1569523257,2019/9/26 18:40:57,0,0,26.4,0
2420999,1569523258,2019/9/26 18:40:58,0,0,26.4,0
2421999,1569523259,2019/9/26 18:40:59,0,0,26.4,0
2422999,1569523260,2019/9/26 18:41:0,0,0,26.4,0
2423999,1569523261,2019/9/26 18:41:1,0,0,26.4,0
2424998,1569523262,2019/9/26 18:41:2,0,1,26.4,0
2426999,1569523264,2019/9/26 18:41:4,0,0,26.4,0
2428000,1569523265,2019/9/26 18:41:5,0,0,26.4,0
2428999,1569523266,2019/9/26 18:41:6,0,1,26.4,0
2430999,1569523268,2019/9/26 18:41:8,0,0,26.4,0
2432000,1569523269,2019/9/26 18:41:9,0,0,26.4,0
2432998,1569523270,2019/9/26 18:41:10,0,0,26.4,0
2433998,1569523271,2019/9/26 18:41:11,0,0,26.4,0
2435000,1569523272,2019/9/26 18:41:12,0,0,26.4,0
2435999,1569523273,2019/9/26 18:41:13,0,0,26.4,0
2437000,1569523274,2019/9/26 18:41:14,0,0,26.4,0
2437998,1569523275,2019/9/26 18:41:15,0,0,26.4,0
2438999,1569523276,2019/9/26 18:41:16,0,0,26.3,0
2439999,1569523277,2019/9/26 18:41:17,0,0,26.3,0
2440999,1569523278,2019/9/26 18:41:18,0,1,26.3,0
2442999,1569523280,2019/9/26 18:41:20,0,0,26.3,0
2443999,1569523281,2019/9/26 18:41:21,0,0,26.3,0
2444999,1569523282,2019/9/26 18:41:22,0,0,26.3,0
2446000,1569523283,2019/9/26 18:41:23,0,0,26.3,0
2447000,1569523284,2019/9/26 18:41:24,0,1,26.3,0
2449000,1569523286,2019/9/26 18:41:26,0,0,26.3,0
2449999,1569523287,2019/9/26 18:41:27,0,0,26.3,0
2450999,1569523288,2019/9/26 18:41:28,0,1,26.3,0
2452999,1569523290,2019/9/26 18:41:30,0,0,26.3,0
2453998,1569523291,2019/9/26 18:41:31,0,0,26.3,0
2454999,1569523292,2019/9/26 18:41:32,0,0,26.3,0
2455998,1569523293,2019/9/26 18:41:33,0,0,26.3,0
2456999,1569523294,2019/9/26 18:41:34,0,1,26.4,0
2458999,1569523296,2019/9/26 18:41:36,0,0,26.4,0
2460000,1569523297,2019/9/26 18:41:37,0,0,26.4,0
2460999,1569523298,2019/9/26 18:41:38,0,1,26.4,0
2462999,1569523300,2019/9/26 18:41:40,0,0,26.4,0
2464000,1569523301,2019/9/26 18:41:41,0,0,26.4,0
2465000,1569523302,2019/9/26 18:41:42,0,0,26.4,0
2465998,1569523303,2019/9/26 18:41:43,0,0,26.4,0
2467000,1569523304,2019/9/26 18:41:44,0,0,26.4,0
2467999,1569523305,2019/9/26 18:41:45,0,0,26.4,0
2469000,1569523306,2019/9/26 18:41:46,0,0,26.4,0
2469999,1569523307,2019/9/26 18:41:47,0,0,26.4,0
2470999,1569523308,2019/9/26 18:41:48,0,0,26.4,0
2472000,1569523309,2019/9/26 18:41:49,0,0,26.4,0
2472998,1569523310,2019/9/26 18:41:50,0,0,26.4,0
2474000,1569523311,2019/9/26 18:41:51,0,0,26.4,0
2474998,1569523312,2019/9/26 18:41:52,0,0,26.4,0
2476000,1569523313,2019/9/26 18:41:53,0,0,26.4,0
2476999,1569523314,2019/9/26 18:41:54,0,0,26.5,0
2477999,1569523315,2019/9/26 18:41:55,0,0,26.5,0
2478999,1569523316,2019/9/26 18:41:56,0,0,26.5,0
2479998,1569523317,2019/9/26 18:41:57,0,0,26.5,0
2480999,1569523318,2019/9/26 18:41:58,0,0,26.5,0
2481999,1569523319,2019/9/26 18:41:59,0,0,26.5,0
2482999,1569523320,2019/9/26 18:42:0,0,0,26.5,0
2483999,1569523321,2019/9/26 18:42:1,0,0,26.5,0
2485000,1569523322,2019/9/26 18:42:2,0,0,26.5,0
2485999,1569523323,2019/9/26 18:42:3,0,0,26.5,0
2487000,1569523324,2019/9/26 18:42:4,0,0,26.5,0
2487999,1569523325,2019/9/26 18:42:5,0,0,26.5,0
2488999,1569523326,2019/9/26 18:42:6,0,0,26.5,0
2490000,1569523328,2019/9/26 18:42:8,0,0,26.5,0
2490998,1569523329,2019/9/26 18:42:9,0,0,26.5,0
2491999,1569523330,2019/9/26 18:42:10,0,0,26.5,0
2492999,1569523331,2019/9/26 18:42:11,0,0,26.5,0
2494000,1569523332,2019/9/26 18:42:12,0,0,26.5,0
2494999,1569523333,2019/9/26 18:42:13,0,0,26.5,0
2495998,1569523334,2019/9/26 18:42:14,0,0,26.6,0
2496999,1569523335,2019/9/26 18:42:15,0,0,26.6,0
2497999,1569523336,2019/9/26 18:42:16,0,0,26.6,0
2499000,1569523337,2019/9/26 18:42:17,0,0,26.6,0
2499999,1569523338,2019/9/26 18:42:18,0,0,26.6,0
2501000,1569523339,2019/9/26 18:42:19,0,0,26.6,0
2501999,1569523340,2019/9/26 18:42:20,0,0,26.6,0
2503000,1569523341,2019/9/26 18:42:21,0,0,26.6,0
2503999,1569523342,2019/9/26 18:42:22,0,0,26.6,0
2504999,1569523343,2019/9/26 18:42:23,0,0,26.6,0
2506000,1569523344,2019/9/26 18:42:24,0,0,26.6,0
2506999,1569523345,2019/9/26 18:42:25,0,0,26.6,0
2508000,1569523346,2019/9/26 18:42:26,0,0,26.6,0
2508998,1569523347,2019/9/26 18:42:27,0,0,26.6,0
2510000,1569523348,2019/9/26 18:42:28,0,0,26.6,0
2510999,1569523349,2019/9/26 18:42:29,0,0,26.6,0
2511998,1569523350,2019/9/26 18:42:30,0,0,26.6,0
2512999,1569523351,2019/9/26 18:42:31,0,0,26.6,0
2513999,1569523352,2019/9/26 18:42:32,0,0,26.7,0
2515000,1569523353,2019/9/26 18:42:33,0,0,26.7,0
2515998,1569523354,2019/9/26 18:42:34,0,0,26.7,0
2517000,1569523355,2019/9/26 18:42:35,0,0,26.7,0
2517999,1569523356,2019/9/26 18:42:36,0,0,26.7,0
2518999,1569523357,2019/9/26 18:42:37,0,0,26.7,0
2519999,1569523358,2019/9/26 18:42:38,0,0,26.7,0
2520999,1569523359,2019/9/26 18:42:39,0,0,26.7,0
2522000,1569523360,2019/9/26 18:42:40,0,0,26.7,0
2522998,1569523361,2019/9/26 18:42:41,0,0,26.7,0
2523999,1569523362,2019/9/26 18:42:42,0,0,26.7,0
2524999,1569523363,2019/9/26 18:42:43,0,0,26.7,0
2525999,1569523364,2019/9/26 18:42:44,0,0,26.7,0
2526998,1569523365,2019/9/26 18:42:45,0,0,26.7,0
2527998,1569523366,2019/9/26 18:42:46,0,0,26.7,0
2528999,1569523367,2019/9/26 18:42:47,0,0,26.7,0
2529998,1569523368,2019/9/26 18:42:48,0,0,26.7,0
2531000,1569523369,2019/9/26 18:42:49,0,0,26.7,0
2531999,1569523370,2019/9/26 18:42:50,0,0,26.7,0
2533000,1569523371,2019/9/26 18:42:51,0,0,26.7,0
2533998,1569523372,2019/9/26 18:42:52,0,0,26.8,0
2535000,1569523373,2019/9/26 18:42:53,0,0,26.8,0
2535999,1569523374,2019/9/26 18:42:54,0,0,26.8,0
2536998,1569523375,2019/9/26 18:42:55,0,0,26.8,0
2537999,1569523376,2019/9/26 18:42:56,0,0,26.8,0
2538999,1569523377,2019/9/26 18:42:57,0,0,26.8,0
2539999,1569523378,2019/9/26 18:42:58,0,0,26.8,0
2540999,1569523379,2019/9/26 18:42:59,0,0,26.8,0
2542000,1569523380,2019/9/26 18:43:0,0,0,26.8,0
2542998,1569523381,2019/9/26 18:43:1,0,0,26.8,0
2543998,1569523382,2019/9/26 18:43:2,0,0,26.8,0
2544999,1569523383,2019/9/26 18:43:3,0,0,26.8,0
2545998,1569523384,2019/9/26 18:43:4,0,0,26.8,0
2546999,1569523385,2019/9/26 18:43:5,0,0,26.8,0
2547999,1569523386,2019/9/26 18:43:6,0,0,26.8,0
2549000,1569523387,2019/9/26 18:43:7,0,0,26.8,0
2549999,1569523388,2019/9/26 18:43:8,0,0,26.8,0
2550999,1569523389,2019/9/26 18:43:9,0,0,26.8,0
2552000,1569523390,2019/9/26 18:43:10,0,0,26.8,0
2552999,1569523391,2019/9/26 18:43:11,0,0,26.8,0
2554000,1569523392,2019/9/26 18:43:12,0,0,26.9,0
2554998,1569523393,2019/9/26 18:43:13,0,0,26.9,0
2555999,1569523394,2019/9/26 18:43:14,0,0,26.9,0
2556999,1569523395,2019/9/26 18:43:15,0,0,26.9,0
2558000,1569523396,2019/9/26 18:43:16,0,0,26.9,0
2558999,1569523397,2019/9/26 18:43:17,0,0,26.9,0
2559998,1569523398,2019/9/26 18:43:18,0,0,26.9,0
